placeId,address,category,phone,latitude,longitude,status,type,googleUrl,storeName,ratingText,stars,numberOfReviews,tileNumber
Jfz2-PsPR5zsRq6-0RZ3_sqU,"Hutatma Chowk, Examiner Press Building, Nagindas Master Rd",Pen store,NA,18.9291965,72.8325333,Avaliable,NA,https://www.google.com/maps/place/Deepak+Stores/data=!4m7!3m6!1s0x3be7d1c33ebe3d7f:0xa5b2ff9d45b4afab!8m2!3d18.9291965!4d72.8325333!16s%2Fg%2F1v1sjph8!19sChIJfz2-PsPR5zsRq6-0RZ3_sqU?authuser=0&hl=en&rclk=1,Deepak Stores,5.0 stars 1 Reviews,5,1,"z=16,x=46026,y=29257"
Jbbp6OtnR5zsRIj_43im5NG8,"Shop No-8, Murzban Rd",Grocery store, 093236 79688,18.9392975,72.8345808,Avaliable,In-store shopping,https://www.google.com/maps/place/S+S+General+Stores/data=!4m7!3m6!1s0x3be7d1d93a7aba6d:0x6f34b929def83f22!8m2!3d18.9392975!4d72.8345808!16s%2Fg%2F12hny_pm8!19sChIJbbp6OtnR5zsRIj_43im5NG8?authuser=0&hl=en&rclk=1,S S General Stores,4.5 stars 2 Reviews,4.5,2,"z=16,x=46027,y=29255"
Ja-5mQeHR5zsR6fkfM1L6b3g,"Csmt, W H Marg, near G P O Post Office, opp. CST Bus Depo",Store,073948 24345,18.9386308,72.8358445,Avaliable,NA,https://www.google.com/maps/place/DEEPAK+FOOTWEAR+SHOP/data=!4m7!3m6!1s0x3be7d1e14166ee6b:0x786ffa52331ff9e9!8m2!3d18.9386308!4d72.8358445!16s%2Fg%2F11l773_0dw!19sChIJa-5mQeHR5zsR6fkfM1L6b3g?authuser=0&hl=en&rclk=1,DEEPAK FOOTWEAR SHOP,NA,,,"z=16,x=46027,y=29255"
JKVa-9qvR5zsRI0q7WsVz1aU,Dr Dadabhai Naoroji Rd,Men's clothing store,088500 84118,18.9382144,72.8345888,Avaliable,NA,https://www.google.com/maps/place/Salman+Shop/data=!4m7!3m6!1s0x3be7d1abf6be5629:0xa5d573c55abb4a23!8m2!3d18.9382144!4d72.8345888!16s%2Fg%2F11vywv91xl!19sChIJKVa-9qvR5zsRI0q7WsVz1aU?authuser=0&hl=en&rclk=1,Salman Shop,NA,,,"z=16,x=46027,y=29255"
JoTlvtybO5zsRsjS7f-aHpws,"236/237, Inside Crawford Market",General store, 098216 96055,18.947616,72.834509,Avaliable,In-store shopping,https://www.google.com/maps/place/Jilani+Stores/data=!4m7!3m6!1s0x3be7ce26b76f39a1:0xba787e67fbb34b2!8m2!3d18.947616!4d72.834509!16s%2Fg%2F11clwnp_dy!19sChIJoTlvtybO5zsRsjS7f-aHpws?authuser=0&hl=en&rclk=1,Jilani Stores,5.0 stars 1 Reviews,5,1,"z=16,x=46027,y=29254"
JafGgWCvR5zsRXj0wgl_3i0c,"Shop No, 1, Bora Bazar St",Store,080973 49325,18.9382728,72.83582,Avaliable,NA,https://www.google.com/maps/place/Shani+Shop/data=!4m7!3m6!1s0x3be7d12b58a0f169:0x478bf75f82303d5e!8m2!3d18.9382728!4d72.83582!16s%2Fg%2F11vywf4yb7!19sChIJafGgWCvR5zsRXj0wgl_3i0c?authuser=0&hl=en&rclk=1,Shani Shop,NA,,,"z=16,x=46027,y=29255"
JneuWPqzR5zsR4WpR23mht98,"Shop Number 1, Rita mention Ground floor, 203, Bora Bazar St",Sweet shop,NA,18.9350031,72.835258,Avaliable,In-store shopping,https://www.google.com/maps/place/Bajrang+sweets+%26+farsan/data=!4m7!3m6!1s0x3be7d1ac3e96eb9d:0xdfb7a179db516ae1!8m2!3d18.9350031!4d72.835258!16s%2Fg%2F11f6nnzns3!19sChIJneuWPqzR5zsR4WpR23mht98?authuser=0&hl=en&rclk=1,Bajrang sweets & farsan,4.2 stars 6 Reviews,4.2,6,"z=16,x=46027,y=29256"
JexzdQHHR5zsRqWGtfzaOMhs,Shop No. 1 St. Jorz Road Cat Station Cst,Store,074001 48048,18.9394595,72.8371547,Avaliable,Delivery,https://www.google.com/maps/place/Abdul+Pan+Bidi+Shop+ABDULLATHEEF/data=!4m7!3m6!1s0x3be7d17140dd1c7b:0x1b328e367fad61a9!8m2!3d18.9394595!4d72.8371547!16s%2Fg%2F11t5jgcgl2!19sChIJexzdQHHR5zsRqWGtfzaOMhs?authuser=0&hl=en&rclk=1,Abdul Pan Bidi Shop ABDULLATHEEF,NA,,,"z=16,x=46027,y=29255"
JCyC2FjbR5zsReNdQ11bibTE,"Shop No .12, Haneef Chembar, Fort, Bora Bazar St",Tobacco shop,083188 42078,18.9379623,72.8357781,Avaliable,NA,https://www.google.com/maps/place/Pandey+Pan+Shop+PUNIT+PANDEY/data=!4m7!3m6!1s0x3be7d13616b6200b:0x316de256d750d778!8m2!3d18.9379623!4d72.8357781!16s%2Fg%2F11s437zglf!19sChIJCyC2FjbR5zsReNdQ11bibTE?authuser=0&hl=en&rclk=1,Pandey Pan Shop PUNIT PANDEY,NA,,,"z=16,x=46027,y=29255"
JEYhNFMHR5zsRUfEU-DoE6CU,"Colaba Causeway, Opposite Delhi Darbar Restaurant",Shopping mall,NA,18.923636,72.8319527,Avaliable,In-store shopping,https://www.google.com/maps/place/Metro+Plaza/data=!4m7!3m6!1s0x3be7d1c1144d8811:0x25e8043af814f151!8m2!3d18.923636!4d72.8319527!16s%2Fg%2F11xgsgqbz!19sChIJEYhNFMHR5zsRUfEU-DoE6CU?authuser=0&hl=en&rclk=1,Metro Plaza,"4.0 stars 1,404 Reviews",4,,"z=16,x=46026,y=29258"
J4a3jn9vR5zsRJkeqUUW1v4o,"221, Haweliwala Building, Bora Bazar St",Pen store, 097022 22122,18.9345407,72.8352434,Avaliable,In-store shopping,https://www.google.com/maps/place/NUMIC+-+Prakash+Stores/data=!4m7!3m6!1s0x3be7d1db9fe3ade1:0x8abfb54551aa4726!8m2!3d18.9345407!4d72.8352434!16s%2Fg%2F1thz041t!19sChIJ4a3jn9vR5zsRJkeqUUW1v4o?authuser=0&hl=en&rclk=1,NUMIC - Prakash Stores,4.3 stars 9 Reviews,4.3,9,"z=16,x=46027,y=29256"
J3Q1aPsPR5zsRZFQ6G4yobg4,"82, Nagindas Master Rd",Clothing store, 022 2267 3770,18.929689,72.8321666,Avaliable,In-store shopping,https://www.google.com/maps/place/Stores/data=!4m7!3m6!1s0x3be7d1c33e5a0ddd:0xe6ea88c1b3a5464!8m2!3d18.929689!4d72.8321666!16s%2Fg%2F12hp1l3s5!19sChIJ3Q1aPsPR5zsRZFQ6G4yobg4?authuser=0&hl=en&rclk=1,Stores,4.0 stars 2 Reviews,4,2,"z=16,x=46026,y=29257"
JcejfqdvR5zsRfN5rTIAw7gg,"170/172, Amina Building, Opp. Fort Market, Modi St",Supermarket, 088504 69480,18.9346794,72.835906,Avaliable,In-store shopping,https://www.google.com/maps/place/Zala+Stores/data=!4m7!3m6!1s0x3be7d1dba9dfe871:0x8ee30804c6bde7c!8m2!3d18.9346794!4d72.835906!16s%2Fg%2F12hvmblzm!19sChIJcejfqdvR5zsRfN5rTIAw7gg?authuser=0&hl=en&rclk=1,Zala Stores,4.3 stars 7 Reviews,4.3,7,"z=16,x=46027,y=29256"
JnZ-CxKTR5zsR4JvWCb0ItG0,SHOP NO 1 CHATRPATI shivaji Maharaj Mumbai C S T V T,Men's clothing store,080805 03366,18.9385437,72.8355649,Avaliable,In-store shopping,https://www.google.com/maps/place/Dinesh+Belt+Centre/data=!4m7!3m6!1s0x3be7d1a4c4829f9d:0x6db408bd09d69be0!8m2!3d18.9385437!4d72.8355649!16s%2Fg%2F11s94hqjjc!19sChIJnZ-CxKTR5zsR4JvWCb0ItG0?authuser=0&hl=en&rclk=1,Dinesh Belt Centre,5.0 stars 2 Reviews,5,2,"z=16,x=46027,y=29255"
JpQX-xDTR5zsRTvhbEOKQo0o,"Shop No. 1St, Bora Bazar St",Fruit and vegetable store,098197 42029,18.9346702,72.8359069,Avaliable,In-store shopping,https://www.google.com/maps/place/Laxman+Fruit+Shop+LAXMAN+JAGANNATH/data=!4m7!3m6!1s0x3be7d134c4fe05a5:0x4aa390e2105bf84e!8m2!3d18.9346702!4d72.8359069!16s%2Fg%2F11t31167k_!19sChIJpQX-xDTR5zsRTvhbEOKQo0o?authuser=0&hl=en&rclk=1,Laxman Fruit Shop LAXMAN JAGANNATH,5.0 stars 1 Reviews,5,1,"z=16,x=46027,y=29256"
JqxI_KDnR5zsRSeooTi6dsYA,WRQP+CG8 Rana,Sweet shop,NA,18.9385352,72.836334,Avaliable,In-store shopping,https://www.google.com/maps/place/Sweet+shop/data=!4m7!3m6!1s0x3be7d139283f12ab:0x80b19d2e4e28ea49!8m2!3d18.9385352!4d72.836334!16s%2Fg%2F11hkt15f3b!19sChIJqxI_KDnR5zsRSeooTi6dsYA?authuser=0&hl=en&rclk=1,Sweet shop,4.0 stars 1 Reviews,4,1,"z=16,x=46027,y=29255"
J_____9rR5zsRRJ-HoSRYxq4,"Shop No. 3-E, Boman House, Gunbow Street, Rustom Sidhava Marg",Stationery store, 098203 96460,18.9344875,72.8350213,Avaliable,In-store shopping,https://www.google.com/maps/place/Saifee+Stationery+Stores/data=!4m7!3m6!1s0x3be7d1daffffffff:0xaec65824a1879f44!8m2!3d18.9344875!4d72.8350213!16s%2Fg%2F1tkc54jy!19sChIJ_____9rR5zsRRJ-HoSRYxq4?authuser=0&hl=en&rclk=1,Saifee Stationery Stores,NA,,,"z=16,x=46027,y=29256"
J9WOIeybO5zsRiR7TSoKQS8E,"Ration Shop, Sabu Siddiquie Path",Grocery store, 095943 28751,18.9487681,72.8370982,Avaliable,NA,https://www.google.com/maps/place/Ration+Shop+-+Fort/data=!4m7!3m6!1s0x3be7ce267b8863f5:0xc14b90824ad31e89!8m2!3d18.9487681!4d72.8370982!16s%2Fg%2F1ptyjvxvk!19sChIJ9WOIeybO5zsRiR7TSoKQS8E?authuser=0&hl=en&rclk=1,Ration Shop - Fort,NA,,,"z=16,x=46027,y=29253"
JRfAJOsDR5zsRLlYlG7ld85Y,"Cst, St George Rd, opp. Bus Depo",Store,086988 95209,18.9382414,72.8357016,Avaliable,NA,https://www.google.com/maps/place/Isarar+Rain+Shop/data=!4m7!3m6!1s0x3be7d1c03a09f045:0x96f35db91b25562e!8m2!3d18.9382414!4d72.8357016!16s%2Fg%2F11tdck8b3g!19sChIJRfAJOsDR5zsRLlYlG7ld85Y?authuser=0&hl=en&rclk=1,Isarar Rain Shop,NA,,,"z=16,x=46027,y=29255"
J_VJLZNnR5zsRdQr8JSJKni4,"3, Perin Nariman St",Dairy store, 091374 80170,18.937903,72.8360223,Avaliable,In-store shopping,https://www.google.com/maps/place/Mathura+Dairy/data=!4m7!3m6!1s0x3be7d1d9644b52fd:0x2e9e4a2225fc0a75!8m2!3d18.937903!4d72.8360223!16s%2Fg%2F1tg9llr9!19sChIJ_VJLZNnR5zsRdQr8JSJKni4?authuser=0&hl=en&rclk=1,Mathura Dairy,4.3 stars 40 Reviews,4.3,40,"z=16,x=46027,y=29255"
J2faIXaTR5zsR8WJzRFJP8Rg,WRQP+CG8,Sweet shop,NA,18.9385352,72.836334,Avaliable,In-store shopping,https://www.google.com/maps/place/Ayush+Sweets/data=!4m7!3m6!1s0x3be7d1a45d88f6d9:0x18f14f52447362f1!8m2!3d18.9385352!4d72.836334!16s%2Fg%2F11n13ttwb3!19sChIJ2faIXaTR5zsR8WJzRFJP8Rg?authuser=0&hl=en&rclk=1,Ayush Sweets,NA,,,"z=16,x=46027,y=29255"
JH1q0mNnR5zsRwFHuBWh_Czk,"9-B, Cawasji Patel Rd",Stationery store, 022 2282 0617,18.9333521,72.8336488,Avaliable,In-store shopping,https://www.google.com/maps/place/Prakash+Stationery+Store/data=!4m7!3m6!1s0x3be7d1d998b45a1f:0x390b7f6805ee51c0!8m2!3d18.9333521!4d72.8336488!16s%2Fg%2F1tlnbxcb!19sChIJH1q0mNnR5zsRwFHuBWh_Czk?authuser=0&hl=en&rclk=1,Prakash Stationery Store,4.0 stars 1 Reviews,4,1,"z=16,x=46026,y=29256"
JxSMHQ2jR5zsRZrAI8gC0UTk,"Borabazar Precinct, Opp Panchampuri Hotel Ballard Estate, Fort, Perin Nariman St",Store,097954 95315,18.9382713,72.8356639,Avaliable,NA,https://www.google.com/maps/place/ShravanKumar+Pani+Puri+Shop/data=!4m7!3m6!1s0x3be7d168430723c5:0x3951b400f208b066!8m2!3d18.9382713!4d72.8356639!16s%2Fg%2F11vpnmpq5t!19sChIJxSMHQ2jR5zsRZrAI8gC0UTk?authuser=0&hl=en&rclk=1,ShravanKumar Pani Puri Shop,NA,,,"z=16,x=46027,y=29255"
Ju-O1z-fR5zsRUwubVRf5LFA,"SHOP NO 02 JANMBHOOMI ROAD, FORT, CST, Fort",Stationery store,098198 92412,18.9334437,72.8342518,Avaliable,NA,https://www.google.com/maps/place/Jasmi+Ben+Stationery/data=!4m7!3m6!1s0x3be7d1e7cfb5e3bb:0x502cf917559b0b53!8m2!3d18.9334437!4d72.8342518!16s%2Fg%2F11k4xwzkm0!19sChIJu-O1z-fR5zsRUwubVRf5LFA?authuser=0&hl=en&rclk=1,Jasmi Ben Stationery,NA,,,"z=16,x=46027,y=29256"
Jq6r6XBPI5zsRAY6Hwlyxkno,"Gr Flr, Elphistone Building 10 Veer Nariman Road, Circle, near Fort",Electronics store, 086579 93503,18.9323031,72.8341465,Avaliable,In-store shopping,https://www.google.com/maps/place/Croma+-+Fort/data=!4m7!3m6!1s0x3be7c8135cfaaaab:0x7a92b15cc2878e01!8m2!3d18.9323031!4d72.8341465!16s%2Fg%2F12hr0n7xf!19sChIJq6r6XBPI5zsRAY6Hwlyxkno?authuser=0&hl=en&rclk=1,Croma - Fort,"4.8 stars 14,025 Reviews",4.8,,"z=16,x=46027,y=29256"
Jo1nNYAbR5zsRRP-q3zYd-20,"Ground Floor, Shop No 3 ,Raja House MK Amin Marg, Dr, Dr Dadabhai Naoroji Rd",Camera store, 098191 69906,18.9374332,72.8344454,Avaliable,In-store shopping,https://www.google.com/maps/place/Bombay+Photo+Stores/data=!4m7!3m6!1s0x3be7d10660cd59a3:0x6dfb1d36dfaaff44!8m2!3d18.9374332!4d72.8344454!16s%2Fg%2F11frj8k3k4!19sChIJo1nNYAbR5zsRRP-q3zYd-20?authuser=0&hl=en&rclk=1,Bombay Photo Stores,4.7 stars 83 Reviews,4.7,83,"z=16,x=46027,y=29256"
J4cOpuxrR5zsRc_4WeNaWLbM,"02, Homji St",Tobacco shop,081049 88482,18.933565,72.8351669,Avaliable,NA,https://www.google.com/maps/place/Shekhar+Pan+Shop/data=!4m7!3m6!1s0x3be7d11abba9c3e1:0xb32d96d67816fe73!8m2!3d18.933565!4d72.8351669!16s%2Fg%2F11y3srznjg!19sChIJ4cOpuxrR5zsRc_4WeNaWLbM?authuser=0&hl=en&rclk=1,Shekhar Pan Shop,NA,,,"z=16,x=46027,y=29256"
JTWKUUNnR5zsRC7sio5VlF_M,"167, Dr Dadabhai Naoroji Rd, opp. Terminus View Cooperative Society",Shopping mall,NA,18.936752,72.8341541,Avaliable,In-store shopping,https://www.google.com/maps/place/Sonico+Shopping+Centre/data=!4m7!3m6!1s0x3be7d1d95094624d:0xf3176595a322bb0b!8m2!3d18.936752!4d72.8341541!16s%2Fg%2F1q67d2msn!19sChIJTWKUUNnR5zsRC7sio5VlF_M?authuser=0&hl=en&rclk=1,Sonico Shopping Centre,3.5 stars 35 Reviews,3.5,35,"z=16,x=46027,y=29256"
JLQ6owMLR5zsRJbFZB3O9tvc,"Army and Navy Building, Westside - A Unit of Trent Limited, 148, Mahatma Gandhi Road",Clothing store, 022 6636 0500,18.927993,72.830923,Avaliable,In-store shopping,"https://www.google.com/maps/place/Westside+-+Army+Navy+Building,+Fort,+Mumbai/data=!4m7!3m6!1s0x3be7d1c2c0a80e2d:0xf7b6bd730759b125!8m2!3d18.927993!4d72.830923!16s%2Fg%2F1hf0j0lp5!19sChIJLQ6owMLR5zsRJbFZB3O9tvc?authuser=0&hl=en&rclk=1","Westside - Army Navy Building, Fort, Mumbai","4.3 stars 5,976 Reviews",4.3,,"z=16,x=46026,y=29257"
JHT1dpIrR5zsRU6PyKK5GUWk,"Baikababai English School, Bora Bazar, Dr Dadabhai Naoroji Rd, near Akbar Travels",Store,098671 27714,18.9378437,72.8353243,Avaliable,NA,https://www.google.com/maps/place/BABALU+POPCORN+SHOP+BABALU+FULCHAND+PRAJAPATI/data=!4m7!3m6!1s0x3be7d18aa45d3d1d:0x695146ae28f2a353!8m2!3d18.9378437!4d72.8353243!16s%2Fg%2F11vrtqly2s!19sChIJHT1dpIrR5zsRU6PyKK5GUWk?authuser=0&hl=en&rclk=1,BABALU POPCORN SHOP BABALU FULCHAND PRAJAPATI,NA,,,"z=16,x=46027,y=29255"
JoWSJbNvR5zsRbsbXdU5Qnb0,"Shop No. 3 & 4, Gool Mansion, Homji St, opp. French Bank Building, near Reserve Bank Of India",Paper store, 098209 13368,18.9334759,72.8352153,Avaliable,In-store shopping,https://www.google.com/maps/place/Jyoti+Stationery+Stores+-+Best+Paper+Store+in+Fort/data=!4m7!3m6!1s0x3be7d1db6c8964a1:0xbd9d504e75d7c66e!8m2!3d18.9334759!4d72.8352153!16s%2Fg%2F1ptx4k1sm!19sChIJoWSJbNvR5zsRbsbXdU5Qnb0?authuser=0&hl=en&rclk=1,Jyoti Stationery Stores - Best Paper Store in Fort,5.0 stars 2 Reviews,5,2,"z=16,x=46027,y=29256"
JyadMedvR5zsRWCO2Dwvvycg,"Bell & Company, s Building, Sir Phirozshah Mehta Rd",Clothing store, 022 2287 0213,18.9341249,72.8341959,Avaliable,In-store shopping,https://www.google.com/maps/place/Bell+Plaza/data=!4m7!3m6!1s0x3be7d1db794ca7c9:0xc8c9ef0b0fb62358!8m2!3d18.9341249!4d72.8341959!16s%2Fg%2F1tc_2km6!19sChIJyadMedvR5zsRWCO2Dwvvycg?authuser=0&hl=en&rclk=1,Bell Plaza,3.8 stars 6 Reviews,3.8,6,"z=16,x=46027,y=29256"
J4SJfxNvR5zsRv7F1k6ieZFY,"1st floor, Mangrol Mansion, Rustom Sidhwa Marg",Paper distributor, 022 6775 4444,18.9348567,72.8352581,Avaliable,NA,https://www.google.com/maps/place/Sun+Fine+Papers+Pvt.+Ltd/data=!4m7!3m6!1s0x3be7d1dbc45f22e1:0x56649ea89375b1bf!8m2!3d18.9348567!4d72.8352581!16s%2Fg%2F1tdm263y!19sChIJ4SJfxNvR5zsRv7F1k6ieZFY?authuser=0&hl=en&rclk=1,Sun Fine Papers Pvt. Ltd,4.3 stars 44 Reviews,4.3,44,"z=16,x=46027,y=29256"
JKbAIcdvR5zsROJ4c_R4mFhM,"Shop No. 3 & 4, Sambava Chambers 20, Sir P. M. Road, Landmark:, opp. The Bombay Store",Clothing store, 022 2266 3592,18.9342301,72.8343962,Avaliable,In-store shopping,"https://www.google.com/maps/place/Mafatlal+Family+Shop+%28Fort,+Mumbai%29/data=!4m7!3m6!1s0x3be7d1db7108b029:0x1316261efd1c9e38!8m2!3d18.9342301!4d72.8343962!16s%2Fg%2F1tfcx8f2!19sChIJKbAIcdvR5zsROJ4c_R4mFhM?authuser=0&hl=en&rclk=1","Mafatlal Family Shop (Fort, Mumbai)",4.8 stars 5 Reviews,4.8,5,"z=16,x=46027,y=29256"
